Entity,Code,Date,SI,Counter
Cuba,CUB,28 –º–,66.01,43918
Cuba,CUB,29 –º–,66.01,43919
Cuba,CUB,30 –º–,66.01,43920
Cuba,CUB,31 –º–,66.01,43921
Cuba,CUB,1 –∞–,66.01,43922
Cuba,CUB,2 –∞–,66.01,43923
Cuba,CUB,3 –∞–,66.01,43924
Cuba,CUB,4 –∞–,66.01,43925
Cuba,CUB,5 –∞–,66.01,43926
Cuba,CUB,6 –∞–,66.01,43927
Cuba,CUB,7 –∞–,71.83,43928
Cuba,CUB,8 –∞–,71.83,43929
Cuba,CUB,9 –∞–,71.83,43930
Cuba,CUB,10 –∞–,71.83,43931
Cuba,CUB,11 –∞–,75,43932
Cuba,CUB,12 –∞–,75,43933
Cuba,CUB,13 –∞–,75,43934
Cuba,CUB,14 –∞–,75,43935
Cuba,CUB,15 –∞–,75,43936
Cuba,CUB,16 –∞–,75,43937
Cuba,CUB,17 –∞–,83.07,43938
Cuba,CUB,18 –∞–,83.07,43939
Cuba,CUB,19 –∞–,83.07,43940
Cuba,CUB,20 –∞–,83.07,43941
Cuba,CUB,21 –∞–,83.07,43942
Cuba,CUB,22 –∞–,83.07,43943
Cuba,CUB,23 –∞–,83.07,43944
Cuba,CUB,24 –∞–,83.07,43945
Cuba,CUB,25 –∞–,83.07,43946
Cuba,CUB,26 –∞–,83.07,43947
Cuba,CUB,27 –∞–,83.07,43948
Cuba,CUB,28 –∞–,83.07,43949
Cuba,CUB,29 –∞–,83.07,43950
Cuba,CUB,30 –∞–,83.07,43951
Cuba,CUB,1 –º–,83.07,43952
Cuba,CUB,2 –º–,83.07,43953
Cuba,CUB,3 –º–,83.07,43954
Cuba,CUB,4 –º–,83.07,43955
Cyprus,CYP,1 —è–,0,43831
Cyprus,CYP,2 —è–,0,43832
Cyprus,CYP,3 —è–,0,43833
Cyprus,CYP,4 —è–,0,43834
Cyprus,CYP,5 —è–,0,43835
Cyprus,CYP,6 —è–,0,43836
Cyprus,CYP,7 —è–,0,43837
Cyprus,CYP,8 —è–,0,43838
Cyprus,CYP,9 —è–,0,43839
Cyprus,CYP,10 —è–,0,43840
Cyprus,CYP,11 —è–,0,43841
Cyprus,CYP,12 —è–,0,43842
Cyprus,CYP,13 —è–,0,43843
Cyprus,CYP,14 —è–,0,43844
Cyprus,CYP,15 —è–,0,43845
Cyprus,CYP,16 —è–,0,43846
Cyprus,CYP,17 —è–,0,43847
Cyprus,CYP,18 —è–,0,43848
Cyprus,CYP,19 —è–,0,43849
Cyprus,CYP,20 —è–,0,43850
Cyprus,CYP,21 —è–,0,43851
Cyprus,CYP,22 —è–,0,43852
Cyprus,CYP,23 —è–,0,43853
Cyprus,CYP,24 —è–,0,43854
Cyprus,CYP,25 —è–,0,43855
Cyprus,CYP,26 —è–,0,43856
Cyprus,CYP,27 —è–,0,43857
Cyprus,CYP,28 —è–,0,43858
Cyprus,CYP,29 —è–,0,43859
Cyprus,CYP,30 —è–,0,43860
Cyprus,CYP,31 —è–,0,43861
Cyprus,CYP,1 —Ñ–,0,43862
Cyprus,CYP,2 —Ñ–,0,43863
Cyprus,CYP,3 —Ñ–,0,43864
Cyprus,CYP,4 —Ñ–,0,43865
Cyprus,CYP,5 —Ñ–,0,43866
Cyprus,CYP,6 —Ñ–,0,43867
Cyprus,CYP,7 —Ñ–,0,43868
Cyprus,CYP,8 —Ñ–,0,43869
Cyprus,CYP,9 —Ñ–,0,43870
Cyprus,CYP,10 —Ñ–,0,43871
Cyprus,CYP,11 —Ñ–,0,43872
Cyprus,CYP,12 —Ñ–,0,43873
Cyprus,CYP,13 —Ñ–,0,43874
Cyprus,CYP,14 —Ñ–,0,43875
Cyprus,CYP,15 —Ñ–,0,43876
Cyprus,CYP,16 —Ñ–,0,43877
Cyprus,CYP,17 —Ñ–,0,43878
Cyprus,CYP,18 —Ñ–,0,43879
Cyprus,CYP,19 —Ñ–,0,43880
Cyprus,CYP,20 —Ñ–,0,43881
Cyprus,CYP,21 —Ñ–,0,43882
Cyprus,CYP,22 —Ñ–,0,43883
Cyprus,CYP,23 —Ñ–,0,43884
Cyprus,CYP,24 —Ñ–,0,43885
Cyprus,CYP,25 —Ñ–,0,43886
Cyprus,CYP,26 —Ñ–,0,43887
Cyprus,CYP,27 —Ñ–,0,43888
Cyprus,CYP,28 —Ñ–,0,43889
Cyprus,CYP,29 —Ñ–,0,43890
Cyprus,CYP,1 –º–,0,43891
Cyprus,CYP,2 –º–,0,43892
Cyprus,CYP,3 –º–,0,43893
Cyprus,CYP,4 –º–,0,43894
Cyprus,CYP,5 –º–,11.11,43895
Cyprus,CYP,6 –º–,11.11,43896
Cyprus,CYP,7 –º–,11.11,43897
Cyprus,CYP,8 –º–,11.11,43898
Cyprus,CYP,9 –º–,11.11,43899
Cyprus,CYP,10 –º–,22.22,43900
Cyprus,CYP,11 –º–,22.22,43901
Cyprus,CYP,12 –º–,22.22,43902
Cyprus,CYP,13 –º–,38.89,43903
Cyprus,CYP,14 –º–,38.89,43904
Cyprus,CYP,15 –º–,44.44,43905
Cyprus,CYP,16 –º–,52.91,43906
Cyprus,CYP,17 –º–,52.91,43907
Cyprus,CYP,18 –º–,52.91,43908
Cyprus,CYP,19 –º–,52.91,43909
Cyprus,CYP,20 –º–,52.91,43910
Cyprus,CYP,21 –º–,52.91,43911
Cyprus,CYP,22 –º–,52.91,43912
Cyprus,CYP,23 –º–,64.02,43913
Cyprus,CYP,24 –º–,94.71,43914
Cyprus,CYP,25 –º–,94.71,43915
Cyprus,CYP,26 –º–,94.71,43916
Cyprus,CYP,27 –º–,94.71,43917
Cyprus,CYP,28 –º–,94.71,43918
Cyprus,CYP,29 –º–,94.71,43919
Cyprus,CYP,30 –º–,94.71,43920
Cyprus,CYP,31 –º–,94.71,43921
Cyprus,CYP,1 –∞–,94.71,43922
Cyprus,CYP,2 –∞–,94.71,43923
Cyprus,CYP,3 –∞–,94.71,43924
Cyprus,CYP,4 –∞–,94.71,43925
Cyprus,CYP,5 –∞–,94.71,43926
Cyprus,CYP,6 –∞–,94.71,43927
Cyprus,CYP,7 –∞–,94.71,43928
Cyprus,CYP,8 –∞–,94.71,43929
Cyprus,CYP,9 –∞–,94.71,43930
Cyprus,CYP,10 –∞–,94.71,43931
Cyprus,CYP,11 –∞–,94.71,43932
Cyprus,CYP,12 –∞–,94.71,43933
Cyprus,CYP,13 –∞–,94.71,43934
Cyprus,CYP,14 –∞–,94.71,43935
Cyprus,CYP,15 –∞–,94.71,43936
Cyprus,CYP,16 –∞–,94.18,43937
Cyprus,CYP,17 –∞–,94.18,43938
Cyprus,CYP,18 –∞–,94.18,43939
Cyprus,CYP,19 –∞–,94.18,43940
Cyprus,CYP,20 –∞–,94.18,43941
Cyprus,CYP,21 –∞–,94.18,43942
Cyprus,CYP,22 –∞–,94.18,43943
Cyprus,CYP,23 –∞–,94.18,43944
Cyprus,CYP,24 –∞–,94.18,43945
Cyprus,CYP,25 –∞–,94.18,43946
Cyprus,CYP,26 –∞–,94.18,43947
Cyprus,CYP,27 –∞–,94.18,43948
Cyprus,CYP,28 –∞–,94.18,43949
Cyprus,CYP,29 –∞–,94.18,43950
Cyprus,CYP,30 –∞–,94.18,43951
Cyprus,CYP,1 –º–,94.18,43952
Cyprus,CYP,2 –º–,94.18,43953
Czech Republic,CZE,1 —è–,0,43831
Czech Republic,CZE,2 —è–,0,43832
Czech Republic,CZE,3 —è–,0,43833
Czech Republic,CZE,4 —è–,0,43834
Czech Republic,CZE,5 —è–,0,43835
Czech Republic,CZE,6 —è–,0,43836
Czech Republic,CZE,7 —è–,0,43837
Czech Republic,CZE,8 —è–,0,43838
Czech Republic,CZE,9 —è–,0,43839
Czech Republic,CZE,10 —è–,0,43840
Czech Republic,CZE,11 —è–,0,43841
Czech Republic,CZE,12 —è–,0,43842
Czech Republic,CZE,13 —è–,0,43843
Czech Republic,CZE,14 —è–,0,43844
Czech Republic,CZE,15 —è–,0,43845
Czech Republic,CZE,16 —è–,0,43846
Czech Republic,CZE,17 —è–,0,43847
Czech Republic,CZE,18 —è–,0,43848
Czech Republic,CZE,19 —è–,0,43849
Czech Republic,CZE,20 —è–,0,43850
Czech Republic,CZE,21 —è–,0,43851
Czech Republic,CZE,22 —è–,0,43852
Czech Republic,CZE,23 —è–,0,43853
Czech Republic,CZE,24 —è–,7.14,43854
Czech Republic,CZE,25 —è–,7.14,43855
Czech Republic,CZE,26 —è–,7.14,43856
Czech Republic,CZE,27 —è–,10.72,43857
Czech Republic,CZE,28 —è–,10.72,43858
Czech Republic,CZE,29 —è–,10.72,43859
Czech Republic,CZE,30 —è–,16.27,43860
Czech Republic,CZE,31 —è–,16.27,43861
Czech Republic,CZE,1 —Ñ–,16.27,43862
Czech Republic,CZE,2 —Ñ–,16.27,43863
Czech Republic,CZE,3 —Ñ–,16.27,43864
Czech Republic,CZE,4 —Ñ–,16.27,43865
Czech Republic,CZE,5 —Ñ–,16.27,43866
Czech Republic,CZE,6 —Ñ–,16.27,43867
Czech Republic,CZE,7 —Ñ–,16.27,43868
Czech Republic,CZE,8 —Ñ–,16.27,43869
Czech Republic,CZE,9 —Ñ–,16.27,43870
Czech Republic,CZE,10 —Ñ–,16.27,43871
Czech Republic,CZE,11 —Ñ–,16.27,43872
Czech Republic,CZE,12 —Ñ–,16.27,43873
Czech Republic,CZE,13 —Ñ–,16.27,43874
Czech Republic,CZE,14 —Ñ–,16.27,43875
Czech Republic,CZE,15 —Ñ–,16.27,43876
Czech Republic,CZE,16 —Ñ–,16.27,43877
Czech Republic,CZE,17 —Ñ–,16.27,43878
Czech Republic,CZE,18 —Ñ–,16.27,43879
Czech Republic,CZE,19 —Ñ–,16.27,43880
Czech Republic,CZE,20 —Ñ–,16.27,43881
Czech Republic,CZE,21 —Ñ–,16.27,43882
Czech Republic,CZE,22 —Ñ–,16.27,43883
Czech Republic,CZE,23 —Ñ–,16.27,43884
Czech Republic,CZE,24 —Ñ–,16.27,43885
Czech Republic,CZE,25 —Ñ–,16.27,43886
Czech Republic,CZE,26 —Ñ–,16.27,43887
Czech Republic,CZE,27 —Ñ–,16.27,43888
Czech Republic,CZE,28 —Ñ–,19.44,43889
Czech Republic,CZE,29 —Ñ–,19.44,43890
Czech Republic,CZE,1 –º–,19.44,43891
Czech Republic,CZE,2 –º–,19.44,43892
Czech Republic,CZE,3 –º–,19.44,43893
Czech Republic,CZE,4 –º–,19.44,43894
Czech Republic,CZE,5 –º–,19.44,43895
Czech Republic,CZE,6 –º–,19.44,43896
Czech Republic,CZE,7 –º–,19.44,43897
Czech Republic,CZE,8 –º–,19.44,43898
Czech Republic,CZE,9 –º–,19.44,43899
Czech Republic,CZE,10 –º–,26.59,43900
Czech Republic,CZE,11 –º–,48.81,43901
Czech Republic,CZE,12 –º–,50.79,43902
Czech Republic,CZE,13 –º–,59.26,43903
Czech Republic,CZE,14 –º–,61.9,43904
Czech Republic,CZE,15 –º–,70.37,43905
Czech Republic,CZE,16 –º–,81.09,43906
Czech Republic,CZE,17 –º–,81.09,43907
Czech Republic,CZE,18 –º–,81.09,43908
Czech Republic,CZE,19 –º–,81.09,43909
Czech Republic,CZE,20 –º–,81.09,43910
Czech Republic,CZE,21 –º–,81.09,43911
Czech Republic,CZE,22 –º–,81.09,43912
Czech Republic,CZE,23 –º–,83.07,43913
Czech Republic,CZE,24 –º–,83.07,43914
Czech Republic,CZE,25 –º–,83.07,43915
Czech Republic,CZE,26 –º–,83.07,43916
Czech Republic,CZE,27 –º–,83.07,43917
Czech Republic,CZE,28 –º–,83.07,43918
Czech Republic,CZE,29 –º–,83.07,43919
Czech Republic,CZE,30 –º–,83.07,43920
Czech Republic,CZE,31 –º–,83.07,43921
Czech Republic,CZE,1 –∞–,83.07,43922
Czech Republic,CZE,2 –∞–,75.13,43923
Czech Republic,CZE,3 –∞–,75.13,43924
Czech Republic,CZE,4 –∞–,75.13,43925
Czech Republic,CZE,5 –∞–,75.13,43926
Czech Republic,CZE,6 –∞–,75.13,43927
Czech Republic,CZE,7 –∞–,75.13,43928
Czech Republic,CZE,8 –∞–,75.13,43929
Czech Republic,CZE,9 –∞–,75.13,43930
Czech Republic,CZE,10 –∞–,75.13,43931
Czech Republic,CZE,11 –∞–,75.13,43932
Czech Republic,CZE,12 –∞–,75.13,43933
Czech Republic,CZE,13 –∞–,75.13,43934
Czech Republic,CZE,14 –∞–,69.58,43935
Czech Republic,CZE,15 –∞–,69.58,43936
Czech Republic,CZE,16 –∞–,69.58,43937
Czech Republic,CZE,17 –∞–,69.58,43938
Czech Republic,CZE,18 –∞–,69.58,43939
Czech Republic,CZE,19 –∞–,69.58,43940
Czech Republic,CZE,20 –∞–,66.93,43941
Czech Republic,CZE,21 –∞–,64.28,43942
Czech Republic,CZE,22 –∞–,64.28,43943
Czech Republic,CZE,23 –∞–,64.28,43944
Czech Republic,CZE,24 –∞–,64.28,43945
Czech Republic,CZE,25 –∞–,64.28,43946
Czech Republic,CZE,26 –∞–,64.28,43947
Czech Republic,CZE,27 –∞–,62.3,43948
Czech Republic,CZE,28 –∞–,62.3,43949
Czech Republic,CZE,29 –∞–,62.3,43950
Czech Republic,CZE,30 –∞–,62.3,43951
Czech Republic,CZE,1 –º–,62.3,43952
Czech Republic,CZE,2 –º–,62.3,43953
Czech Republic,CZE,3 –º–,62.3,43954
Czech Republic,CZE,4 –º–,62.3,43955
Czech Republic,CZE,5 –º–,62.3,43956
Czech Republic,CZE,6 –º–,62.3,43957
Czech Republic,CZE,7 –º–,62.3,43958
Czech Republic,CZE,8 –º–,62.3,43959
Democratic Republic of Congo,COD,1 —è–,0,43831
Democratic Republic of Congo,COD,2 —è–,0,43832
Democratic Republic of Congo,COD,3 —è–,0,43833
Democratic Republic of Congo,COD,4 —è–,0,43834
Democratic Republic of Congo,COD,5 —è–,0,43835
Democratic Republic of Congo,COD,6 —è–,0,43836
Democratic Republic of Congo,COD,7 —è–,0,43837
Democratic Republic of Congo,COD,8 —è–,0,43838
Democratic Republic of Congo,COD,9 —è–,0,43839
Democratic Republic of Congo,COD,10 —è–,0,43840
Democratic Republic of Congo,COD,11 —è–,0,43841
Democratic Republic of Congo,COD,12 —è–,0,43842
Democratic Republic of Congo,COD,13 —è–,0,43843
Democratic Republic of Congo,COD,14 —è–,0,43844
Democratic Republic of Congo,COD,15 —è–,0,43845
Democratic Republic of Congo,COD,16 —è–,0,43846
Democratic Republic of Congo,COD,17 —è–,0,43847
Democratic Republic of Congo,COD,18 —è–,0,43848
Democratic Republic of Congo,COD,19 —è–,0,43849
Democratic Republic of Congo,COD,20 —è–,0,43850
Democratic Republic of Congo,COD,21 —è–,0,43851
Democratic Republic of Congo,COD,22 —è–,0,43852
Democratic Republic of Congo,COD,23 —è–,0,43853
Democratic Republic of Congo,COD,24 —è–,0,43854
Democratic Republic of Congo,COD,25 —è–,0,43855
Democratic Republic of Congo,COD,26 —è–,0,43856
Democratic Republic of Congo,COD,27 —è–,0,43857
Democratic Republic of Congo,COD,28 —è–,0,43858
Democratic Republic of Congo,COD,29 —è–,0,43859
Democratic Republic of Congo,COD,30 —è–,0,43860
Democratic Republic of Congo,COD,31 —è–,0,43861
Democratic Republic of Congo,COD,1 —Ñ–,0,43862
Democratic Republic of Congo,COD,2 —Ñ–,0,43863
Democratic Republic of Congo,COD,3 —Ñ–,0,43864
Democratic Republic of Congo,COD,4 —Ñ–,0,43865
Democratic Republic of Congo,COD,5 —Ñ–,0,43866
Democratic Republic of Congo,COD,6 —Ñ–,0,43867
Democratic Republic of Congo,COD,7 —Ñ–,0,43868
Democratic Republic of Congo,COD,8 —Ñ–,0,43869
Democratic Republic of Congo,COD,9 —Ñ–,0,43870
Democratic Republic of Congo,COD,10 —Ñ–,0,43871
Democratic Republic of Congo,COD,11 —Ñ–,0,43872
Democratic Republic of Congo,COD,12 —Ñ–,0,43873
Democratic Republic of Congo,COD,13 —Ñ–,0,43874
Democratic Republic of Congo,COD,14 —Ñ–,0,43875
Democratic Republic of Congo,COD,15 —Ñ–,0,43876
Democratic Republic of Congo,COD,16 —Ñ–,0,43877
Democratic Republic of Congo,COD,17 —Ñ–,0,43878
Democratic Republic of Congo,COD,18 —Ñ–,0,43879
Democratic Republic of Congo,COD,19 —Ñ–,0,43880
Democratic Republic of Congo,COD,20 —Ñ–,2.78,43881
Democratic Republic of Congo,COD,21 —Ñ–,2.78,43882
Democratic Republic of Congo,COD,22 —Ñ–,2.78,43883
Democratic Republic of Congo,COD,23 —Ñ–,2.78,43884
Democratic Republic of Congo,COD,24 —Ñ–,2.78,43885
Democratic Republic of Congo,COD,25 —Ñ–,2.78,43886
Democratic Republic of Congo,COD,26 —Ñ–,2.78,43887
Democratic Republic of Congo,COD,27 —Ñ–,2.78,43888
Democratic Republic of Congo,COD,28 —Ñ–,2.78,43889
Democratic Republic of Congo,COD,29 —Ñ–,2.78,43890
Democratic Republic of Congo,COD,1 –º–,2.78,43891
Democratic Republic of Congo,COD,2 –º–,2.78,43892
Democratic Republic of Congo,COD,3 –º–,2.78,43893
Democratic Republic of Congo,COD,4 –º–,2.78,43894
Democratic Republic of Congo,COD,5 –º–,2.78,43895
Democratic Republic of Congo,COD,6 –º–,5.56,43896
Democratic Republic of Congo,COD,7 –º–,5.56,43897
Democratic Republic of Congo,COD,8 –º–,5.56,43898
Democratic Republic of Congo,COD,9 –º–,5.56,43899
Democratic Republic of Congo,COD,10 –º–,12.7,43900
Democratic Republic of Congo,COD,11 –º–,12.7,43901
Democratic Republic of Congo,COD,12 –º–,12.7,43902
Democratic Republic of Congo,COD,13 –º–,12.7,43903
Democratic Republic of Congo,COD,14 –º–,12.7,43904
Democratic Republic of Congo,COD,15 –º–,12.7,43905
Democratic Republic of Congo,COD,16 –º–,12.7,43906
Democratic Republic of Congo,COD,17 –º–,12.7,43907
Democratic Republic of Congo,COD,18 –º–,20.64,43908
Democratic Republic of Congo,COD,19 –º–,52.12,43909
Democratic Republic of Congo,COD,20 –º–,54.9,43910
Democratic Republic of Congo,COD,21 –º–,54.9,43911
Democratic Republic of Congo,COD,22 –º–,58.87,43912
Democratic Republic of Congo,COD,23 –º–,58.87,43913
Democratic Republic of Congo,COD,24 –º–,77.91,43914
Democratic Republic of Congo,COD,25 –º–,77.91,43915
Democratic Republic of Congo,COD,26 –º–,77.91,43916
Democratic Republic of Congo,COD,27 –º–,77.91,43917
Democratic Republic of Congo,COD,28 –º–,85.85,43918
Democratic Republic of Congo,COD,29 –º–,85.85,43919
Democratic Republic of Congo,COD,30 –º–,85.85,43920
Democratic Republic of Congo,COD,31 –º–,85.85,43921
Democratic Republic of Congo,COD,1 –∞–,85.85,43922
Democratic Republic of Congo,COD,2 –∞–,85.85,43923
Democratic Republic of Congo,COD,3 –∞–,85.85,43924
Democratic Republic of Congo,COD,4 –∞–,85.85,43925
Democratic Republic of Congo,COD,5 –∞–,85.85,43926
Democratic Republic of Congo,COD,6 –∞–,82.68,43927
Democratic Republic of Congo,COD,7 –∞–,82.68,43928
Democratic Republic of Congo,COD,8 –∞–,82.68,43929
Democratic Republic of Congo,COD,9 –∞–,82.68,43930
Democratic Republic of Congo,COD,10 –∞–,82.68,43931
Democratic Republic of Congo,COD,11 –∞–,82.68,43932
Democratic Republic of Congo,COD,12 –∞–,82.68,43933
Democratic Republic of Congo,COD,13 –∞–,82.68,43934
Democratic Republic of Congo,COD,14 –∞–,82.68,43935
Democratic Republic of Congo,COD,15 –∞–,82.68,43936
Democratic Republic of Congo,COD,16 –∞–,82.68,43937
Democratic Republic of Congo,COD,17 –∞–,82.68,43938
Democratic Republic of Congo,COD,18 –∞–,82.68,43939
Democratic Republic of Congo,COD,19 –∞–,80.04,43940
Democratic Republic of Congo,COD,20 –∞–,80.04,43941
Democratic Republic of Congo,COD,21 –∞–,80.04,43942
Democratic Republic of Congo,COD,22 –∞–,80.04,43943
Democratic Republic of Congo,COD,23 –∞–,80.04,43944
Democratic Republic of Congo,COD,24 –∞–,80.04,43945
Democratic Republic of Congo,COD,25 –∞–,80.04,43946
Democratic Republic of Congo,COD,26 –∞–,80.04,43947
Democratic Republic of Congo,COD,27 –∞–,80.04,43948
Democratic Republic of Congo,COD,28 –∞–,80.04,43949
Democratic Republic of Congo,COD,29 –∞–,80.04,43950
Democratic Republic of Congo,COD,30 –∞–,80.04,43951
Democratic Republic of Congo,COD,1 –º–,80.04,43952
Democratic Republic of Congo,COD,2 –º–,80.04,43953
Democratic Republic of Congo,COD,3 –º–,80.04,43954
Democratic Republic of Congo,COD,4 –º–,80.04,43955
Democratic Republic of Congo,COD,5 –º–,80.04,43956
Democratic Republic of Congo,COD,6 –º–,80.04,43957
Democratic Republic of Congo,COD,7 –º–,68.93,43958
Democratic Republic of Congo,COD,8 –º–,68.93,43959
Democratic Republic of Congo,COD,9 –º–,68.93,43960
Democratic Republic of Congo,COD,10 –º–,68.93,43961
Denmark,DNK,1 —è–,0,43831
Denmark,DNK,2 —è–,0,43832
Denmark,DNK,3 —è–,0,43833
Denmark,DNK,4 —è–,0,43834
Denmark,DNK,5 —è–,0,43835
Denmark,DNK,6 —è–,0,43836
Denmark,DNK,7 —è–,0,43837
Denmark,DNK,8 —è–,0,43838
Denmark,DNK,9 —è–,0,43839
Denmark,DNK,10 —è–,0,43840
Denmark,DNK,11 —è–,0,43841
Denmark,DNK,12 —è–,0,43842
Denmark,DNK,13 —è–,0,43843
Denmark,DNK,14 —è–,0,43844
Denmark,DNK,15 —è–,0,43845
Denmark,DNK,16 —è–,0,43846
Denmark,DNK,17 —è–,0,43847
Denmark,DNK,18 —è–,0,43848
Denmark,DNK,19 —è–,0,43849
Denmark,DNK,20 —è–,0,43850
Denmark,DNK,21 —è–,0,43851
Denmark,DNK,22 —è–,0,43852
Denmark,DNK,23 —è–,0,43853
Denmark,DNK,24 —è–,0,43854
Denmark,DNK,25 —è–,0,43855
Denmark,DNK,26 —è–,0,43856
Denmark,DNK,27 —è–,0,43857
Denmark,DNK,28 —è–,0,43858
Denmark,DNK,29 —è–,0,43859
Denmark,DNK,30 —è–,0,43860
Denmark,DNK,31 —è–,0,43861
Denmark,DNK,1 —Ñ–,0,43862
Denmark,DNK,2 —Ñ–,0,43863
Denmark,DNK,3 —Ñ–,0,43864
Denmark,DNK,4 —Ñ–,0,43865
Denmark,DNK,5 —Ñ–,0,43866
Denmark,DNK,6 —Ñ–,0,43867
Denmark,DNK,7 —Ñ–,0,43868
Denmark,DNK,8 —Ñ–,0,43869
Denmark,DNK,9 —Ñ–,0,43870
Denmark,DNK,10 —Ñ–,0,43871
Denmark,DNK,11 —Ñ–,0,43872
Denmark,DNK,12 —Ñ–,0,43873
Denmark,DNK,13 —Ñ–,0,43874
Denmark,DNK,14 —Ñ–,0,43875
Denmark,DNK,15 —Ñ–,0,43876
Denmark,DNK,16 —Ñ–,0,43877
Denmark,DNK,17 —Ñ–,0,43878
Denmark,DNK,18 —Ñ–,0,43879
Denmark,DNK,19 —Ñ–,0,43880
Denmark,DNK,20 —Ñ–,0,43881
Denmark,DNK,21 —Ñ–,0,43882
Denmark,DNK,22 —Ñ–,0,43883
Denmark,DNK,23 —Ñ–,0,43884
Denmark,DNK,24 —Ñ–,0,43885
Denmark,DNK,25 —Ñ–,0,43886
Denmark,DNK,26 —Ñ–,0,43887
Denmark,DNK,27 —Ñ–,11.11,43888
Denmark,DNK,28 —Ñ–,11.11,43889
Denmark,DNK,29 —Ñ–,11.11,43890
Denmark,DNK,1 –º–,11.11,43891
Denmark,DNK,2 –º–,11.11,43892
Denmark,DNK,3 –º–,19.31,43893
Denmark,DNK,4 –º–,19.31,43894
Denmark,DNK,5 –º–,19.31,43895
Denmark,DNK,6 –º–,37.57,43896
Denmark,DNK,7 –º–,37.57,43897
Denmark,DNK,8 –º–,37.57,43898
Denmark,DNK,9 –º–,37.57,43899
Denmark,DNK,10 –º–,44.71,43900
Denmark,DNK,11 –º–,53.3,43901
Denmark,DNK,12 –º–,53.3,43902
Denmark,DNK,13 –º–,76.71,43903
Denmark,DNK,14 –º–,79.49,43904
Denmark,DNK,15 –º–,79.49,43905
Denmark,DNK,16 –º–,79.49,43906
Denmark,DNK,17 –º–,79.49,43907
Denmark,DNK,18 –º–,84.12,43908
Denmark,DNK,19 –º–,84.12,43909
Denmark,DNK,20 –º–,84.12,43910
Denmark,DNK,21 –º–,84.12,43911
Denmark,DNK,22 –º–,84.12,43912
Denmark,DNK,23 –º–,84.12,43913
Denmark,DNK,24 –º–,84.12,43914
Denmark,DNK,25 –º–,84.12,43915
Denmark,DNK,26 –º–,84.12,43916
Denmark,DNK,27 –º–,84.12,43917
Denmark,DNK,28 –º–,84.12,43918
Denmark,DNK,29 –º–,84.12,43919
Denmark,DNK,30 –º–,84.12,43920
Denmark,DNK,31 –º–,84.12,43921
Denmark,DNK,1 –∞–,84.12,43922
Denmark,DNK,2 –∞–,84.12,43923
Denmark,DNK,3 –∞–,84.12,43924
Denmark,DNK,4 –∞–,84.12,43925
Denmark,DNK,5 –∞–,84.12,43926
Denmark,DNK,6 –∞–,84.12,43927
Denmark,DNK,7 –∞–,84.12,43928
Denmark,DNK,8 –∞–,84.12,43929
Denmark,DNK,9 –∞–,84.12,43930
Denmark,DNK,10 –∞–,84.12,43931
Denmark,DNK,11 –∞–,84.12,43932
Denmark,DNK,12 –∞–,84.12,43933
Denmark,DNK,13 –∞–,84.12,43934
Denmark,DNK,14 –∞–,84.12,43935
Denmark,DNK,15 –∞–,81.47,43936
Denmark,DNK,16 –∞–,81.47,43937
Denmark,DNK,17 –∞–,81.47,43938
Denmark,DNK,18 –∞–,81.47,43939
Denmark,DNK,19 –∞–,81.47,43940
Denmark,DNK,20 –∞–,81.47,43941
Denmark,DNK,21 –∞–,81.47,43942
Denmark,DNK,22 –∞–,81.47,43943
Denmark,DNK,23 –∞–,81.47,43944
Denmark,DNK,24 –∞–,81.47,43945
Denmark,DNK,25 –∞–,81.47,43946
Denmark,DNK,26 –∞–,81.47,43947
Denmark,DNK,27 –∞–,81.47,43948
Denmark,DNK,28 –∞–,81.47,43949
Denmark,DNK,29 –∞–,81.47,43950
Denmark,DNK,30 –∞–,81.47,43951
Denmark,DNK,1 –º–,81.47,43952
Denmark,DNK,2 –º–,81.47,43953
Denmark,DNK,3 –º–,81.47,43954
Denmark,DNK,4 –º–,81.47,43955
Denmark,DNK,5 –º–,81.47,43956
Denmark,DNK,6 –º–,81.47,43957
Denmark,DNK,7 –º–,81.47,43958
Denmark,DNK,8 –º–,79.49,43959
Denmark,DNK,9 –º–,79.49,43960
Denmark,DNK,10 –º–,79.49,43961
Denmark,DNK,11 –º–,71.02,43962
Djibouti,DJI,1 —è–,0,43831
Djibouti,DJI,2 —è–,0,43832
Djibouti,DJI,3 —è–,0,43833
Djibouti,DJI,4 —è–,0,43834
Djibouti,DJI,5 —è–,0,43835
Djibouti,DJI,6 —è–,0,43836
Djibouti,DJI,7 —è–,0,43837
Djibouti,DJI,8 —è–,0,43838
Djibouti,DJI,9 —è–,0,43839
Djibouti,DJI,10 —è–,0,43840
Djibouti,DJI,11 —è–,0,43841
Djibouti,DJI,12 —è–,0,43842
Djibouti,DJI,13 —è–,0,43843
Djibouti,DJI,14 —è–,0,43844
Djibouti,DJI,15 —è–,0,43845
Djibouti,DJI,16 —è–,0,43846
Djibouti,DJI,17 —è–,0,43847
Djibouti,DJI,18 —è–,0,43848
Djibouti,DJI,19 —è–,0,43849
Djibouti,DJI,20 —è–,0,43850
Djibouti,DJI,21 —è–,0,43851
Djibouti,DJI,22 —è–,0,43852
Djibouti,DJI,23 —è–,0,43853
Djibouti,DJI,24 —è–,0,43854
Djibouti,DJI,25 —è–,0,43855
Djibouti,DJI,26 —è–,0,43856
